Brand,Model,Mileage,Transmission,Price,Year,Engine CC,Date Posted
MG,5,"160,000 km",Manual,"270,000 EGP",2013,1600,2026-05-17
BYD,F3,"215,000 km",Automatic,"1,730,000 EGP",2021,1400,2026-05-17
Ford,Fiesta,"180,000 km",Automatic,"450,000 EGP",2007,1500,2026-05-17
Seat,Ibiza,111 km,Automatic,"7,350,000 EGP",2025,3000,2026-05-17
Hyundai,Elantra CN7,"180,000 km",Manual,"155,000 EGP",2006,1600,2026-05-17
BMW,318i,"300,000 km",Automatic,"265,000 EGP",2007,1600,2026-05-17
BYD,F3,"220,000 km",Automatic,"1,080,000 EGP",2009,1600,2026-05-17
Audi,Q7,"59,000 km",Automatic,"3,400,000 EGP",2019,2000,2026-05-17
MG,6,180 km,Manual,"175,000 EGP",1998,1000,2026-05-17
Mercedes,E200,"130,000 km",Automatic,"380,000 EGP",2005,1100,2026-05-17
BYD,F3,"167,000 km",Automatic,"2,200,000 EGP",2016,1600,2026-05-17
Skoda,KODIAQ,"290,000 km",Automatic,"400,000 EGP",2010,1600,2026-05-17
Daihatsu,Materia,"300,000 km",Automatic,"600,000 EGP",2008,1600,2026-05-17
Audi,Q8,"232,000 km",Automatic,"600,000 EGP",2006,3700,2026-05-17
Chery,A11,"103,000 km",Automatic,"1,100,000 EGP",2019,1500,2026-05-17
Speranza,A516,"60,000 km",Automatic,"1,700,000 EGP",2022,1600,2026-05-17
Mercedes,C180,"48,000 km",Automatic,"1,750,000 EGP",2023,1500,2026-05-17
Mercedes,E300,"100,000 km",Automatic,"1,030,000 EGP",2020,1400,2026-05-17
Hyundai,Atos,"100,000 km",Automatic,"370,000 EGP",2014,1600,2026-05-17
Kia,Picanto,"100,000 km",Automatic,"790,000 EGP",2013,1600,2026-05-17
Mercedes,E 180,"200,000 km",Automatic,"460,000 EGP",2016,1600,2026-05-17
Hyundai,Accent,"241,782 km",Automatic,"320,000 EGP",2011,2000,2026-05-17
Volkswagen,Passat,"97,000 km",Automatic,"1,100,000 EGP",2008,4000,2026-05-17
Jeep,Liberty,"179,000 km",Automatic,"2,150,000 EGP",2020,1500,2026-05-17
Mini,Countryman,"7,500 km",Automatic,"5,250,000 EGP",2025,2000,2026-05-17
Hyundai,Tucson NX4e,"230,000 km",Automatic,"1,200,000 EGP",2016,1600,2026-05-17
Mini,Cooper Countryman,"125,000 km",Automatic,"720,000 EGP",2015,1500,2026-05-17
Jeep,Renegade,"240,000 km",Automatic,"300,000 EGP",1997,3200,2026-05-17
Renault,Sandero,"40,000 km",Automatic,"1,300,000 EGP",2022,1400,2026-05-17
Kia,K3,"12,000 km",Automatic,"3,250,000 EGP",2022,1500,2026-05-17
Renault,Sandero Stepway,"178,000 km",Automatic,"450,000 EGP",2004,2000,2026-05-17
Speranza,Tiggo,"106,827 km",Automatic,"640,000 EGP",2021,1500,2026-05-17
BMW,520i,"97,615 km",Manual,"630,000 EGP",2025,1500,2026-05-17
Mercedes,C180,"30,223 km",Manual,"660,000 EGP",2025,1500,2026-05-17
BMW,520i,"74,887 km",Automatic,"790,000 EGP",2021,1500,2026-05-17
Renault,Kadjar,"34,000 km",Automatic,"2,950,000 EGP",2022,1500,2026-05-17
Mazda,3,"135,000 km",Automatic,"1,700,000 EGP",2022,1400,2026-05-17
SsangYong,Musso,"163,000 km",Automatic,"640,000 EGP",2014,1600,2026-05-17
Jeep,Renegade,"60,000 km",Automatic,"1,950,000 EGP",2022,1400,2026-05-17
Mercedes,C200,"237,000 km",Automatic,"650,000 EGP",2010,1400,2026-05-16
Peugeot,406,206 km,Automatic,"480,000 EGP",2015,1400,2026-05-16
Chevrolet,Optra,"170,000 km",Manual,"450,000 EGP",2021,1500,2026-05-16
Chery,Arrizo 5,"152,000 km",Automatic,"835,000 EGP",2019,1500,2026-05-16
"660,000 EGP","D.P.198,000","11,000 km",Automatic,"1,550,000 EGP",2025,1500,2026-05-16
BYD,F3,"143,000 km",Automatic,"520,000 EGP",2015,1600,2026-05-16
MG,5,"230,000 km",Manual,"315,000 EGP",2008,1400,2026-05-16
Mercedes,C200,"287,000 km",Automatic,"525,000 EGP",2015,1600,2026-05-16
Audi,A3,"200,000 km",Manual,"105,000 EGP",1997,1300,2026-05-16
Peugeot,508,236 km,Automatic,"720,000 EGP",2009,2000,2026-05-16
Skoda,Superb,"205,000 km",Automatic,"1,150,000 EGP",2017,2000,2026-05-16
Volkswagen,Passat,"140,000 km",Automatic,"1,500,000 EGP",2015,3000,2026-05-16
Hyundai,I10,"150,000 km",Manual,"350,000 EGP",2019,1600,2026-05-16
Nissan,Sunny,"170,000 km",Automatic,"2,500,000 EGP",2019,1500,2026-05-16
MG,RX5,325 km,Automatic,"395,000 EGP",2008,1600,2026-05-16
Kia,XCeed,280 km,Manual,"315,000 EGP",1994,1600,2026-05-16
Renault,Megane,"92,000 km",Automatic,"1,800,000 EGP",2021,1600,2026-05-16
Fiat,Grand Punto,"145,000 km",Automatic,"2,150,000 EGP",2019,1600,2026-05-16
Opel,Astra,"215,000 km",Automatic,"399,000 EGP",2007,1600,2026-05-16
Skoda,Felicia,"53,000 km",Automatic,"5,100,000 EGP",2023,3000,2026-05-16
Volkswagen,Passat,"157,000 km",Automatic,"800,000 EGP",2015,1500,2026-05-16
BMW,320i,"316,000 km",Automatic,"480,000 EGP",2009,1600,2026-05-16
BMW,X3,"153,000 km",Automatic,"1,400,000 EGP",2021,1600,2026-05-16
Lada,Granta,"175,000 km",Manual,"235,000 EGP",2006,1500,2026-05-16
Mercedes,C200,"200,000 km",Automatic,"730,000 EGP",2017,1600,2026-05-16
Opel,Vectra,"188,000 km",Automatic,"1,000,000 EGP",2010,3800,2026-05-16
BMW,316i,"240,000 km",Manual,"230,000 EGP",2006,1600,2026-05-16
Hyundai,Tucson NX4e,"200,000 km",Manual,"175,000 EGP",2002,1500,2026-05-16
Mercedes,C180,"215,000 km",Automatic,"760,000 EGP",2012,1600,2026-05-16
Mitsubishi,Lancer,"180,000 km",Automatic,"460,000 EGP",2014,1600,2026-05-16
Mercedes,Gle 450,"11,000 km",Automatic,"2,630,000 EGP",2025,1400,2026-05-16
"800,000 EGP",Mini Cooper 2015,"466,100 km",Automatic,"1,000,000 EGP",2007,3800,2026-05-16
Mini,Cooper,"178,000 km",Manual,"380,000 EGP",2013,1600,2026-05-16
Mitsubishi,Lancer Puma,"457,000 km",Automatic,"1,000,000 EGP",2007,3800,2026-05-16
Peugeot,3008,"167,000 km",Automatic,"930,000 EGP",2018,1500,2026-05-16
Daewoo,Nubira,"138,000 km",Automatic,"1,850,000 EGP",2015,2000,2026-05-16
Renault,Megane,"81,000 km",Automatic,"2,530,000 EGP",2020,2000,2026-05-16
Jeep,Wrangler,"128,000 km",Automatic,"850,000 EGP",2015,1600,2026-05-16
Volkswagen,Pointer,"43,000 km",Automatic,"2,100,000 EGP",2022,1300,2026-05-16
Daewoo,Lanos II,226 km,Automatic,"290,000 EGP",1999,3500,2026-05-16
BMW,116i,"6,000 km",Automatic,"970,000 EGP",2026,1600,2026-05-16
Ford,B-Max,"143,500 km",Automatic,"575,000 EGP",2022,1200,2026-05-16
Audi,Q3,"137,000 km",Automatic,"650,000 EGP",2017,1400,2026-05-16
Mitsubishi,Pajero,"190,000 km",Automatic,"980,000 EGP",2020,1500,2026-05-16
Speranza,Tiggo,"198,000 km",Automatic,"950,000 EGP",2009,2500,2026-05-16
Mitsubishi,Pajero,"105,000 km",Manual,"220,000 EGP",2010,1000,2026-05-15
Mitsubishi,Eclipse,"140,000 km",Automatic,"465,000 EGP",2017,1600,2026-05-15
Mercedes,GLK 250,"189,911 km",Manual,"205,000 EGP",2003,1200,2026-05-15
BMW,X3,"323,000 km",Automatic,"650,000 EGP",2005,2000,2026-05-15
Kia,Sportage,"176,000 km",Automatic,"750,000 EGP",2011,1500,2026-05-15
Mercedes,A200,"120,000 km",Automatic,"750,000 EGP",2018,1600,2026-05-15
Chrysler,M300,"20,000 km",Automatic,"4,800,000 EGP",2024,2000,2026-05-15
Nissan,Sentra,"178,000 km",Manual,"375,000 EGP",2013,1600,2026-05-15
Suzuki,Dzire,"80,000 km",Automatic,"800,000 EGP",2022,1600,2026-05-15
Jeep,Renegade,"65,000 km",Automatic,"900,000 EGP",2022,1600,2026-05-15
Mitsubishi,Xpander,"4,200 km",Automatic,"1,220,000 EGP",2026,1600,2026-05-15
BMW,523i,"273,000 km",Manual,"310,000 EGP",2009,1500,2026-05-15
Chevrolet,Spark,"80,000 km",Automatic,"160,000 EGP",2009,1400,2026-05-15
"465,000 EGP",Chery Tiggo 3 2017,"158,000 km",Automatic,"400,000 EGP",2009,1600,2026-05-15
Chery,Tiggo 3,"250,000 km",Automatic,"480,000 EGP",2009,1600,2026-05-15
Renault,Clio,"300,000 km",Manual,"400,000 EGP",2014,1600,2026-05-15
Skoda,Octavia A5,"157,000 km",Automatic,"2,150,000 EGP",2019,1500,2026-05-15
Kia,Carens,"35,000 km",Automatic,"680,000 EGP",2024,1500,2026-05-15
Seat,Leon,"79,500 km",Automatic,"1,100,000 EGP",2021,1500,2026-05-15
BMW,520i,"188,200 km",Automatic,"480,000 EGP",2017,1600,2026-05-15
Speranza,Tiggo,"40,000 km",Automatic,"3,950,000 EGP",2022,2000,2026-05-15
Hyundai,Accent RB,"68,000 km",Automatic,"2,850,000 EGP",2020,1800,2026-05-15
Fiat,Tipo Hatchback,"25,000 km",Automatic,"4,000,000 EGP",2020,2000,2026-05-15
Hyundai,Elantra AD,"9,000 km",Automatic,"6,600,000 EGP",2021,2000,2026-05-15
Chevrolet,Aveo,"8,000 km",Automatic,"6,200,000 EGP",2025,3000,2026-05-15
Chana,Benni,"300,000 km",Automatic,"250,000 EGP",1999,1300,2026-05-15
Chevrolet,Optra,"25,000 km",Automatic,"3,050,000 EGP",2025,1600,2026-05-15
Mitsubishi,Lancer Puma,"14,000 km",Automatic,"3,600,000 EGP",2021,2000,2026-05-15
Hyundai,Verna,"156,000 km",Automatic,"690,000 EGP",2017,1600,2026-05-15
Mercedes,C200,"132,000 km",Automatic,"1,125,000 EGP",2017,1600,2026-05-15
JAC,JS2,"205,000 km",Automatic,"820,000 EGP",2016,1600,2026-05-15
Hyundai,Creta,"200,000 km",Automatic,"2,400,000 EGP",2019,2000,2026-05-15
Speranza,Tiggo,"74,500 km",Automatic,"780,000 EGP",2020,1200,2026-05-15
Mercedes,E200,"63,000 km",Automatic,"660,000 EGP",2022,1200,2026-05-15
Mercedes,E200,"500,000 km",Manual,"285,000 EGP",2010,1400,2026-05-15
Mercedes,E350,"140,000 km",Automatic,"700,000 EGP",2021,1200,2026-05-15
Mercedes,V 250,"113,000 km",Automatic,"4,400,000 EGP",2020,2000,2026-05-15
BMW,X5,"153,000 km",Automatic,"800,000 EGP",2015,1500,2026-05-15
Mitsubishi,Lancer Crystala,500 km,Automatic,"13,000,000 EGP",2025,4000,2026-05-15
Mercedes,C180,"48,500 km",Automatic,"920,000 EGP",2020,1600,2026-05-15
"3,600,000 EGP","D.P.360,000","40,000 km",Automatic,"1,050,000 EGP",2021,1600,2026-05-15
Porsche,Macan,"14,000 km",Automatic,"970,000 EGP",2026,1600,2026-05-15
Nissan,Sentra,"250,000 km",Manual,"65,000 EGP",1988,1300,2026-05-15
Hyundai,Avante,"110,000 km",Automatic,"2,100,000 EGP",2020,1500,2026-05-15
Honda,Civic,"41,000 km",Manual,"470,000 EGP",2022,1000,2026-05-15
Volvo,XC 60,"140,000 km",Automatic,"820,000 EGP",2012,2000,2026-05-14
Citroen,C3 Aircross,"97,000 km",Manual,"500,000 EGP",2013,1300,2026-05-14
Suzuki,Swift Dzire,"180,000 km",Manual,"250,000 EGP",2001,1500,2026-05-14
Skoda,Fabia,"45,777 km",Automatic,"1,200,000 EGP",2025,1500,2026-05-14
Citroen,C3,"260,000 km",Automatic,"400,000 EGP",2006,1600,2026-05-14
Land Rover,Range Rover,"168,000 km",Automatic,"950,000 EGP",2015,1600,2026-05-14
Ford,Fusion,"21,000 km",Automatic,"2,250,000 EGP",2023,2000,2026-05-14
Porsche,Cayenne,"14,000 km",Automatic,"8,400,000 EGP",2022,4000,2026-05-14
SsangYong,Tivoli,"229,000 km",Automatic,"600,000 EGP",2015,1600,2026-05-14
Hyundai,Elantra CN7,"168,000 km",Manual,"370,000 EGP",2017,1600,2026-05-14
Nissan,Sentra,"140,000 km",Automatic,"350,000 EGP",2009,1600,2026-05-14
Fiat,128 nova,"270,000 km",Automatic,"400,000 EGP",2010,1300,2026-05-14
Mercedes,C180,200 km,Automatic,"5,400,000 EGP",2025,2000,2026-05-14
Suzuki,Spresso,"4,000 km",Automatic,"5,600,000 EGP",2025,2000,2026-05-14
BMW,320i,"220,000 km",Automatic,"600,000 EGP",2013,1600,2026-05-14
Kia,Picanto,"10,000 km",Automatic,"110,000 EGP",1988,1500,2026-05-14
Daewoo,Lanos II,"189,000 km",Manual,"400,000 EGP",2009,1600,2026-05-14
Hyundai,Elantra AD,"66,000 km",Automatic,"2,200,000 EGP",2024,1400,2026-05-14
Nissan,Sunny,10 km,Automatic,"1,900,000 EGP",2022,1600,2026-05-14
BMW,316i,"7,000 km",Automatic,"2,500,000 EGP",2025,1600,2026-05-14
Mercedes,A35,"195,000 km",Automatic,"750,000 EGP",2016,1600,2026-05-14
Porsche,Cayenne,"34,000 km",Automatic,"4,200,000 EGP",2024,2000,2026-05-14
"600,000 EGP",Subaru Impreza 2015,"70,000 km",Automatic,"1,270,000 EGP",2020,1600,2026-05-14
Subaru,Impreza,"200,000 km",Manual,"110,000 EGP",1990,1500,2026-05-14
Hyundai,Verna 1.6,"185,000 km",Automatic,"670,000 EGP",2015,1600,2026-05-14
Seat,Cordoba,"114,000 km",Automatic,"980,000 EGP",2018,1200,2026-05-14
Hyundai,Elantra HD,"48,000 km",Automatic,"2,280,000 EGP",2024,1500,2026-05-14
Mercedes,E200,"270,000 km",Automatic,"450,000 EGP",2016,1500,2026-05-14
Mercedes,GLC 300,"315,000 km",Manual,"300,000 EGP",2011,1400,2026-05-14
Kia,Cerato,"90,000 km",Automatic,"1,500,000 EGP",2019,1400,2026-05-14
Toyota,Cressida,"11,000 km",Automatic,"2,790,000 EGP",2023,650,2026-05-14
Skoda,Octavia A4,"320,000 km",Automatic,"850,000 EGP",2015,1400,2026-05-14
Volkswagen,Tiguan,"35,000 km",Automatic,"3,690,000 EGP",2017,2000,2026-05-14
Kia,Sportage,"150,000 km",Automatic,"3,190,000 EGP",2020,3000,2026-05-14
Kia,Sportage,"60,000 km",Automatic,"3,690,000 EGP",2023,2000,2026-05-14
Subaru,XV,"35,000 km",Automatic,"5,400,000 EGP",2023,3600,2026-05-14
Mercedes,GLC 200,"197,000 km",Automatic,"2,650,000 EGP",2019,2000,2026-05-14
Peugeot,508,"109,000 km",Automatic,"3,590,000 EGP",2020,2000,2026-05-14
Fiat,Tempra,"27,000 km",Automatic,"8,350,000 EGP",2025,4000,2026-05-14
Toyota,Corolla,"32,000 km",Automatic,"600,000 EGP",2023,1600,2026-05-14
Nissan,Qashqai,"148,000 km",Automatic,"1,650,000 EGP",2021,1400,2026-05-14
Mini,Countryman,"17,000 km",Automatic,"10,500,000 EGP",2022,2000,2026-05-14
Chevrolet,Aveo,"243,000 km",Automatic,"550,000 EGP",2016,1600,2026-05-14
Peugeot,206,"130,000 km",Automatic,"1,850,000 EGP",2016,5700,2026-05-14
Skoda,KODIAQ,"160,000 km",Automatic,"470,000 EGP",2019,1500,2026-05-14
Avatr,12,115 km,Automatic,"650,000 EGP",2020,1600,2026-05-14
Volkswagen,Tiguan,"140,000 km",Automatic,"810,000 EGP",2020,1200,2026-05-13
BMW,740i,"175,000 km",Automatic,"460,000 EGP",2009,1600,2026-05-13
BMW,X5,"110,000 km",Automatic,"450,000 EGP",2008,1600,2026-05-13
"3,690,000 EGP","D.P.1,845,000","250,000 km",Manual,"480,000 EGP",2007,1600,2026-05-13
Mercedes,GLC 200,"181,000 km",Automatic,"450,000 EGP",2015,1600,2026-05-13
Jeep,Grand Cherokee,"65,000 km",Automatic,"550,000 EGP",2016,1500,2026-05-13
Mercedes,E350,"123,456,789 km",Manual,"110,000 EGP",1994,1500,2026-05-13
Mercedes,CLS 350,"300,000 km",Automatic,"900,000 EGP",2010,1800,2026-05-13
Mercedes,GLS 580,"152,120 km",Manual,"280,000 EGP",2014,1500,2026-05-13
BYD,L3,"1,000 km",Automatic,"400,000 EGP",2008,1600,2026-05-13
Audi,Q3,"200,000 km",Manual,"105,000 EGP",2008,1300,2026-05-13
Porsche,Panamera,"56,000 km",Automatic,"1,080,000 EGP",2022,1500,2026-05-13
Opel,Astra,"104,000 km",Automatic,"1,500,000 EGP",2018,2000,2026-05-13
Jeep,Grand Cherokee,"75,000 km",Automatic,"2,200,000 EGP",2020,2000,2026-05-13
Chevrolet,Aveo,"400,000 km",Automatic,"850,000 EGP",2013,1600,2026-05-13
Renault,Duster,"320,000 km",Manual,"250,000 EGP",2001,1300,2026-05-13
Renault,Megane,"140,000 km",Automatic,"2,200,000 EGP",2018,3000,2026-05-13
Kia,Cerato,"200,000 km",Automatic,"2,150,000 EGP",2019,2000,2026-05-13
Hyundai,Getz,"130,000 km",Automatic,"850,000 EGP",2016,1600,2026-05-13
Opel,Vectra,"125,000 km",Automatic,"390,000 EGP",2017,1600,2026-05-13
Seat,Ibiza,"76,000 km",Manual,"540,000 EGP",2022,1500,2026-05-13
Chevrolet,Aveo,"46,000 km",Automatic,"3,550,000 EGP",2023,1600,2026-05-13
Hyundai,Excel,"71,000 km",Automatic,"1,650,000 EGP",2022,1400,2026-05-13
Mercedes,C180,"270,000 km",Manual,"290,000 EGP",2017,1600,2026-05-13
Chevrolet,Lanos,"555,000 km",Automatic,"350,000 EGP",2003,1300,2026-05-13
Mitsubishi,Lancer,"70,000 km",Automatic,"1,890,000 EGP",2020,1400,2026-05-13
Suzuki,Maruti,"190,000 km",Automatic,"580,000 EGP",2010,1600,2026-05-13
MG,RX5,"80,000 km",Manual,"500,000 EGP",2016,1600,2026-05-13
BMW,X1,10 km,Automatic,"455,000 EGP",2007,1500,2026-05-13
BMW,320i,"90,000 km",Automatic,"1,700,000 EGP",2021,1400,2026-05-13
"850,000 EGP",Kia Carens 2013,"112,000 km",Automatic,"2,600,000 EGP",2016,4400,2026-05-13
Kia,Carens,"100,000 km",Automatic,"1,900,000 EGP",2015,3800,2026-05-13
Kia,Rio,"10,000 km",Automatic,"2,750,000 EGP",2025,1500,2026-05-13
BMW,X4,"140,000 km",Automatic,"1,550,000 EGP",2006,4400,2026-05-13
Mercedes,GLC 250,"257,000 km",Automatic,"625,000 EGP",2010,2000,2026-05-13
Skoda,Octavia,"90,000 km",Automatic,"795,000 EGP",2021,1500,2026-05-13
Renault,Sandero Stepway,"249,000 km",Automatic,"850,000 EGP",2016,1400,2026-05-13
Chery,Arrizo 5,100 km,Automatic,"680,000 EGP",2007,1600,2026-05-13
BMW,520i,"166,000 km",Manual,"275,000 EGP",2005,1100,2026-05-13
Audi,A3,"112,000 km",Automatic,"670,000 EGP",2015,1600,2026-05-13
Speranza,Envy,99 km,Automatic,"950,000 EGP",2009,1800,2026-05-13
Toyota,Echo,"300,000 km",Automatic,"550,000 EGP",2011,1600,2026-05-13
Skoda,KODIAQ,"50,000 km",Manual,"420,000 EGP",1996,,2026-05-13
Mini,Cooper S,"251,000 km",Manual,"300,000 EGP",1996,1600,2026-05-13
Opel,Adam,"77,000 km",Automatic,"680,000 EGP",2007,3000,2026-05-13
Mercedes,B150,"75,000 km",Automatic,"900,000 EGP",2022,1500,2026-05-12
Volkswagen,Tiguan,"160,000 km",Automatic,"1,380,000 EGP",2017,1600,2026-05-12
BMW,X5,"170,000 km",Automatic,"2,400,000 EGP",2019,2000,2026-05-12
Mitsubishi,Pajero,"105,000 km",Automatic,"2,750,000 EGP",2021,4000,2026-05-12
Mercedes,C200,"3,200,000 km",Automatic,"1,100,000 EGP",2014,2000,2026-05-12
Range Rover,Sport,"235,000 km",Automatic,"1,150,000 EGP",2005,1800,2026-05-12
Subaru,Legacy,"222,430 km",Manual,"200,000 EGP",2006,1300,2026-05-12
MG,5,"41,000 km",Automatic,"5,000,000 EGP",2023,3600,2026-05-12
Jeep,Renegade,"88,000 km",Automatic,"750,000 EGP",2023,1600,2026-05-12
Hyundai,Avante,"200,000 km",Automatic,"900,000 EGP",2021,1200,2026-05-12
Kia,Picanto,"450,000 km",Manual,"230,000 EGP",1979,2000,2026-05-12
Ford,Fiesta,"293,000 km",Automatic,"720,000 EGP",2009,2000,2026-05-12
"950,000 EGP",Mercedes C200 2009,"265,000 km",Automatic,"1,825,000 EGP",2013,4000,2026-05-12
Mercedes,C200,"83,000 km",Automatic,"800,000 EGP",2015,1600,2026-05-12
Hyundai,Elantra HD,"89,000 km",Automatic,"1,000,050 EGP",2020,1600,2026-05-12
Nasr,Shahin,"40,000 km",Automatic,"2,450,000 EGP",2023,1500,2026-05-12
BMW,316i,"185,000 km",Automatic,"700,000 EGP",2016,1600,2026-05-12
BMW,530i,250 km,Manual,"80,000 EGP",1996,1500,2026-05-12
MG,6,"10,000 km",Automatic,"1,035,000 EGP",2020,1600,2026-05-12
Kia,Sportage,"150,000 km",Automatic,"450,000 EGP",2005,1600,2026-05-12
Mercedes,GLC 250,"156,000 km",Automatic,"880,000 EGP",2019,1600,2026-05-12
Toyota,Fortuner,"200,000 km",Automatic,"430,000 EGP",2005,1500,2026-05-12
Kia,Sportage,"200,000 km",Automatic,"600,000 EGP",2020,1300,2026-05-12
Mercedes,E200,"76,000 km",Automatic,"3,100,000 EGP",2019,3000,2026-05-12
Hyundai,Accent,"22,000 km",Automatic,"4,600,000 EGP",2024,2000,2026-05-12
Jeep,Grand Cherokee,"600,000 km",Automatic,"720,000 EGP",2019,1600,2026-05-12
Chery,Tiggo 3,"134,000 km",Automatic,"2,400,000 EGP",2019,1600,2026-05-12
Nissan,Qashqai,"29,000 km",Automatic,"2,700,000 EGP",2022,1500,2026-05-12
Mercedes,E200,"73,000 km",Automatic,"600,000 EGP",2015,1300,2026-05-12
BMW,320i,126 km,Automatic,"1,111,111 EGP",2009,1600,2026-05-12
Toyota,Fortuner,"96,000 km",Manual,"450,000 EGP",2012,1600,2026-05-12
Mini,Countryman,215 km,Automatic,"450,000 EGP",2010,1500,2026-05-12
Seat,Leon,"72,000 km",Manual,"550,000 EGP",2016,1600,2026-05-12
Skoda,KODIAQ,"78,000 km",Manual,"190,000 EGP",2007,1200,2026-05-12
Opel,Astra,"280,000 km",Manual,"270,000 EGP",2010,1500,2026-05-12
Daewoo,Espero,"280,000 km",Manual,"210,000 EGP",2002,1500,2026-05-12
Hyundai,Creta,"230,000 km",Automatic,"195,000 EGP",1998,1500,2026-05-12
Hyundai,Matrix,"180,000 km",Manual,"325,000 EGP",2009,1400,2026-05-12
Citroen,C4 Grand Picasso,"300,000 km",Automatic,"490,000 EGP",2018,1500,2026-05-12
"430,000 EGP",Daewoo Lacetti 2005,"5,000 km",Automatic,"2,500,000 EGP",2023,3000,2026-05-12
Daewoo,Lacetti,"380,000 km",Manual,"210,000 EGP",2011,1600,2026-05-12
Geely,X 7,"300,000 km",Automatic,"280,000 EGP",2007,1600,2026-05-12
BMW,X3,"8,000 km",Automatic,"1,600,000 EGP",2026,1600,2026-05-12
Mercedes,CLE 200,"274,000 km",Automatic,"630,000 EGP",2015,1500,2026-05-12
Kia,K3,"300,000 km",Automatic,"4,500,000 EGP",2017,4600,2026-05-12
Mercedes,C180,"250,000 km",Automatic,"300,000 EGP",1982,2000,2026-05-11
Mercedes,C180,"45,000 km",Automatic,"1,200,000 EGP",2025,1000,2026-05-11
Kia,Picanto,"300,000 km",Automatic,"350,000 EGP",2013,1600,2026-05-11
Mercedes,C180,"174,215 km",Manual,"350,000 EGP",2009,1500,2026-05-11
Renault,Duster,"164,000 km",Automatic,"650,000 EGP",2019,1400,2026-05-11
Renault,Rainbow,"126,000 km",Automatic,"2,400,000 EGP",2019,2000,2026-05-11
Renault,Sandero,"108,000 km",Automatic,"870,000 EGP",2014,1600,2026-05-11
Lada,2107,"193,000 km",Automatic,"360,000 EGP",2007,1600,2026-05-11
Chevrolet,Lanos,"116,000 km",Automatic,"900,000 EGP",2019,1400,2026-05-11
Daewoo,Lanos,"199,000 km",Automatic,"450,000 EGP",2014,1500,2026-05-11
Kia,Shuma,"51,000 km",Automatic,"660,000 EGP",2022,1600,2026-05-11
Fiat,Linea,"166,000 km",Automatic,"780,000 EGP",2014,1600,2026-05-11
Chevrolet,Optra,"219,000 km",Automatic,"600,000 EGP",2013,1600,2026-05-11
BMW,X5,269 km,Manual,"185,000 EGP",1999,1500,2026-05-11
Speranza,A516,"210,000 km",Automatic,"520,000 EGP",2013,1400,2026-05-11
Daewoo,Nubira,"135,000 km",Automatic,"1,100,000 EGP",2018,1500,2026-05-11
MG,7,"46,000 km",Automatic,"4,100,000 EGP",2021,2000,2026-05-11
Toyota,Yaris,"58,000 km",Automatic,"3,650,000 EGP",2020,2000,2026-05-11
Toyota,Land cruiser,"6,000 km",Automatic,"2,950,000 EGP",2023,1300,2026-05-11
Mercedes,E200,"99,000 km",Automatic,"1,200,000 EGP",2021,1500,2026-05-11
Nissan,Juke,"242,000 km",Automatic,"850,000 EGP",2011,2700,2026-05-11
"350,000 EGP",Proton Persona 2013,"88,000 km",Automatic,"3,100,000 EGP",2022,2000,2026-05-11
Proton,Persona,"70,000 km",Automatic,"3,250,000 EGP",2021,2000,2026-05-11
Chevrolet,Aveo,"52,000 km",Automatic,"5,500,000 EGP",2026,4400,2026-05-11
Opel,Astra,"217,000 km",Automatic,"580,000 EGP",2016,1600,2026-05-11
Volvo,XC 60,"208,000 km",Automatic,"750,000 EGP",2015,1200,2026-05-11
Mercedes,B 180,"90,000 km",Automatic,"2,550,000 EGP",2019,1600,2026-05-11
Opel,Astra,"180,000 km",Manual,"250,000 EGP",2003,1600,2026-05-11
Jeep,Renegade,"71,000 km",Automatic,"3,100,000 EGP",2018,2000,2026-05-11
Chevrolet,Cruze,"6,200 km",Automatic,"750,000 EGP",2022,1600,2026-05-11
Chery,Tiggo 3,"75,000 km",Automatic,"1,250,000 EGP",2022,1500,2026-05-11
Nissan,Qashqai,"180,000 km",Automatic,"625,000 EGP",2013,1600,2026-05-11
Mazda,3,"15,000 km",Automatic,"4,900,000 EGP",2024,2000,2026-05-11
Daewoo,Lanos II,"11,000 km",Automatic,"3,100,000 EGP",2025,1500,2026-05-11
Opel,Astra,"265,000 km",Automatic,"580,000 EGP",2006,1600,2026-05-11
Ford,Fusion,"114,000 km",Manual,"235,000 EGP",2012,1300,2026-05-11
Mercedes,GLC 300 COUPE,325 km,Automatic,"1,800,000 EGP",2003,4700,2026-05-11
Range Rover,Velar,"200,000 km",Automatic,"700,000 EGP",2016,1200,2026-05-11
Mercedes,GLA 200,"20,000 km",Automatic,"3,500,000 EGP",2010,4700,2026-05-11
MG,HS,"92,000 km",Automatic,"1,200,000 EGP",2022,1500,2026-05-11
Kia,Carnival,"130,000 km",Automatic,"4,400,000 EGP",2020,2000,2026-05-11
Volkswagen,Touareg,"194,000 km",Manual,"230,000 EGP",2015,1500,2026-05-11
Mercedes,E200,"169,000 km",Automatic,"930,000 EGP",2020,1600,2026-05-11
BMW,X6,"138,500 km",Automatic,"535,000 EGP",2013,1600,2026-05-11
Opel,Astra,156 km,Manual,"270,000 EGP",2011,1600,2026-05-11
Seat,Leon,"275,000 km",Automatic,"430,000 EGP",2005,2000,2026-05-10
Mercedes,E 180,940 km,Automatic,"450,000 EGP",2024,60,2026-05-10
Citroen,Picasso,400 km,Automatic,"510,000 EGP",2005,1800,2026-05-10
